MP_PT,AU_Substance_SCTID,Int_Substance_SCTID
edrophonium,1472951000168108,373342004
polymyxin B,1178321000168102,372824005
"amino acid formula with fat, carbohydrate, vitamins, minerals and trace elements without methionine and supplemented with docosahexaenoic acid",87272011000036105,"52518006,2331003"
benzyl alcohol + cetylpyridinium + eucalyptus oil + menthol,1847011000036106 + 30954011000036102 + 2775011000036103 + 2313011000036108,55902002 + 387043006 + 12510000 + 387414008
chloroxylenol + triclosan,30970011000036109 + 32089011000036106,398713003 + 387054001
glycopyrronium bromide (glycopyrrolate) + neostigmine,31308011000036102 + 31619011000036100,387122008 + 373346001
regorafenib,699461000168104,702804006
insulin isophane bovine,2834011000036102,420318001
thiamine + riboflavin + nicotinamide + pantothenic acid + pyridoxine + mecobalamin (co-methylcobalamin) + folic acid + biotin + choline + inositol,2643011000036109 + 31873011000036103 + 31624011000036109 + 31697011000036106 + 2532011000036107 + 1180421000168101 + 2140011000036102 + 30839011000036109 + 30973011000036101 + 31405011000036101,
magnesium + ascorbic acid + pyridoxine + colecalciferol + manganese amino acid chelate,2297011000036108 + 30781011000036102 + 2532011000036107 + 1981011000036104 + 31530011000036109,"72717003 + 43706004 + 430469009 + 18414002 + 87869004,52518006"
sacituzumab govitecan,1598341000168109,871701001
disulfiram,31141011000036105,387212009
naratriptan,2383011000036105,363571003
betaine + pepsin + gentiana lutea,30827011000036100 + 31732011000036109 + 31286011000036105,43356007 + 48517003 + 420646009
oxybenzone + padimate-O,2429011000036106 + 31681011000036102,72179002 + 44007007
fotemustine,2151011000036107,697996006
carbomer-980 + triglyceride lipids,35410011000036107 + 69231000036108,395853007 + 85600001
fostemsavir,1563301000168103,890266008
fampridine,25951000036102,80994002
colecalciferol + menaquinone-7,1981011000036104 + 1205691000168107,18414002 + 1222981000168103
Mycobacterium bovis (BCG) live vaccine,822391000168107,409159000
zuclopenthixol decanoate,725011000036102,395932004
fish oil + linseed oil + starflower oil,75893011000036103 + 1172171000168101 + 1344871000168108,735341005 + 41573001 + 420053004
ceftolozane + tazobactam,745151000168105 + 32022011000036109,708792003 + 96007008
l-methionine,,
milk powder lactose free formula,48212011000036100,70813002
betamethasone acetate + betamethasone sodium phosphate,1852011000036106 + 1854011000036102,116572001 + 116573006
lenograstim,2264011000036104,395767008
dressing gauze,83591000036106,
capreomycin,30900011000036104,387081001
streptomycin,1174711000168102,387223008
deflazacort,,
brolucizumab,1495051000168109,819963008
emtricitabine + rilpivirine + tenofovir alafenamide,2070011000036109 + 351000036107 + 768641000168104,404856006 + 703123005 + 715220007
deoxycholic acid,882851000168100,78258003
evening primrose oil,1176451000168103,412183000
glucosamine + shark cartilage,31291011000036101 + 920904011000036106,70237008 + 412305001
danaparoid sodium,31078011000036107,386954009
dried green lipped mussel,920902011000036102,227150003
insulin neutral bovine,2828011000036106,4700006
dornase alfa,2051011000036100,386882003
prilocaine + adrenaline (epinephrine),31811011000036105 + 1767011000036101,
colophony + cresol,31031011000036100 + 31044011000036101,255840003 + 111099009
chromium + copper + iron + manganese + iodine + fluoride + molybdenum + selenium + zinc,30978011000036106 + 31033011000036104 + 2239011000036109 + 31529011000036100 + 1889011000036109 + 31250011000036103 + 31598011000036103 + 2762011000036104 + 2718011000036102,111070004 + 66925006 + 3829006 + 87869004 + 44588005 + 372639009 + 71128006 + 22038003 + 86739005
etonogestrel,2098011000036100,396050000
sodium alginate + magnesium alginate,2830011000036107 + 665941000168108,
dried green lipped mussel + turmeric extract + black pepper extract,920902011000036102 + 1177451000168100 + 1351611000168101,227150003 + 227414003 + 412060000
efalizumab,2065011000036109,407005009
travoprost,2684011000036103,129493000
thymol + menthol + glycerol + methyl salicylate,32058011000036106 + 2313011000036108 + 2175011000036107 + 2792011000036101,
magnesium trisilicate + belladonna tincture + magnesium carbonate + bicarbonate,2301011000036105 + 663091000168100 + 867241000168101 + 2735011000036100,387117008 + 373537008 + 387401007 + 68615006
Irish moss + camphor + menthol + prepared ipecacuanha,1358021000168107 + 30895011000036103 + 2313011000036108 + 31424011000036106,None + 111136003 + 387414008 + 47937008
cranberry extract + colloidal anhydrous silica + ascorbic acid,87047011000036100 + 1338181000168106 + 30781011000036102,227421003 + 83581005 + 43706004
muromonab-CD3,31605011000036104,109137000
bai zhu extract + Chinese liquorice extract + Korean ginseng extract + China root extract + ginger extract + jujube extract,1380191000168103 + 1380201000168100 + 1379591000168109 + 1353251000168102 + 1380211000168102 + 1380221000168109,None + 31347007 + 412395006 + None + 227400003 + None
poractant alfa,31791011000036108,386999001
menthyl valerate + quinine + camphor + eucalyptus oil,31560011000036103 + 2541011000036100 + 30895011000036103 + 2775011000036103,703837003 + 373497008 + 111136003 + 12510000
dressing pressure reducing,48191011000036109,
padimate-O + oxybenzone + camphor,31681011000036102 + 2429011000036106 + 30895011000036103,
soy protein and fat formula with vitamins and minerals carbohydrate free,48217011000036103,
Korean ginseng extract + mondo grass extract + Schisandra extract,1379591000168109 + 1380391000168101 + 1382841000168100,412395006 + None + None
"vitamins, minerals and trace elements",1044961000168105,
Tribulus extract + Korean ginseng extract + zinc,1384141000168101 + 1379591000168109 + 2718011000036102,
zinc oxide + hamamelis water + melaleuca oil,2719011000036105 + 31331011000036104 + 31547011000036109,
polylactic acid,79330011000036108,415132006
zinc oxide + starch + talc,2719011000036105 + 653841000168108 + 653851000168105,
verteporfin,2770011000036107,387059006
sodium phenylbutyrate,965921000168101,125704006
bioallethrin + piperonyl butoxide,30837011000036102 + 31772011000036107,713643009 + 32340007
hexachlorophene,31340011000036105,387103004
podophyllum resin + salicylic acid,31780011000036102 + 2574011000036101,
sodium sulfate,52367011000036107,69958001
smallpox live vaccine,821261000168104,873551000168104
ipecacuanha,1296731000168109,372591000
gelatin + pectin + carmellose sodium,2161011000036100 + 31717011000036104 + 35409011000036103,373531009 + 55946005 + 51224002
iron + thiamine + riboflavin + nicotinamide + pantothenic acid + pyridoxine + cyanocobalamin + ascorbic acid + biotin,2239011000036109 + 2643011000036109 + 31873011000036103 + 31624011000036109 + 31697011000036106 + 2532011000036107 + 1985011000036102 + 30781011000036102 + 30839011000036109,3829006 + 61768002 + 13235001 + 173196005 + 86431009 + 430469009 + 419382002 + 43706004 + 8919000
Aloe vera extract + dexpanthenol + retinol palmitate + salicylic acid + precipitated sulfur + urea,31507011000036101 + 31830011000036108,1162410007 + 126226000 + 82622003 + 387253001 + 25818006 + 387092000
flumetasone pivalate + clioquinol,31244011000036105 + 31002011000036101,395944001 + 387291001
eptinezumab,1557551000168106,870524004
dactinomycin (actinomycin D),30670011000036108,387353003
glucosamine + fish oil,31291011000036101 + 75893011000036103,70237008 + 735341005
thiamine + riboflavin + nicotinamide + pyridoxine + ascorbic acid + colecalciferol + retinol palmitate,2643011000036109 + 31873011000036103 + 31624011000036109 + 2532011000036107 + 30781011000036102 + 1981011000036104 + 31868011000036100,
sulesomab,968021000168106,698804000
elosulfase alfa,730761000168100,702395005
cordyceps extract + reishi mushroom extract + Korean ginseng extract + American ginseng extract + turkey tail extract + shiitake mushroom extract + China root extract + Crataegus cuneata extract + Epimedium sagittatum extract + common tea extract + snow fungus extract + membranous milk vetch extract + Chinese privet extract + goji berry extract + Schisandra extract + mondo grass extract + Chinese foxglove extract + Siberian Solomon's seal extract,1379791000168102 + 1379801000168101 + 1379591000168109 + 1380501000168103 + 1383161000168100 + 1383171000168106 + 1353251000168102 + 1383181000168109 + 1383191000168107 + 1383321000168107 + 1383201000168105 + 1381991000168109 + 1383211000168108 + 1383221000168101 + 1382841000168100 + 1380391000168101 + 1383231000168103 + 1383241000168107,None + 735045008 + 412395006 + 412395006 + None + 412306000 + None + 763200007 + None + 16313001 + None + None + None + None + None + None + None + None
velaglucerase alfa,683511000168103,444773003
diroximel fumarate,,
raltitrexed,2548011000036109,395857008
omega-3-acid ethyl esters-90,927566011000036100,226365003
brilliant green + crystal violet,35819011000036108 + 31046011000036109,396057002 + 387239001
light kaolin + magnesium carbonate + bicarbonate,31449011000036105 + 867241000168101 + 2735011000036100,713362000 + 387401007 + 68615006
oxytocin + ergometrine,31679011000036109 + 31184011000036100,112115002 + 126071000
proxymetacaine,31836011000036106,373465008
pentoxifylline (oxpentifylline),31674011000036108,387522004
liquorice extract + mondo grass extract + Korean ginseng extract + ban xia extract + foxtail millet extract + jujube extract,1293981000168100 + 1380391000168101 + 1379591000168109 + 1380311000168105 + 1380401000168104 + 1380221000168109,31347007 + None + 412395006 + None + None + None
tuberculin PPD (Mantoux) acellular intradermal skin test,73678011000036100,108731003
enzalutamide,678041000168105,703125003
brinzolamide + timolol,1875011000036100 + 2661011000036104,386925003 + 372880004
Japanese encephalitis (vero cell-derived) inactivated vaccine,821671000168107,121027000
butyl methoxydibenzoylmethane + octyl methoxycinnamate + octyl salicylate,1887011000036102 + 2408011000036106 + 2755011000036101,256171000 + 256173002 + 29622009
galsulfase,35834011000036102,419797001
ascorbic acid + biotin + calcium + pantothenic acid + cyanocobalamin + d-alpha-tocopherol + ferrous fumarate + folic acid + magnesium + manganese + nicotinamide + potassium + pyridoxine + riboflavin + thiamine + zinc,30781011000036102 + 30839011000036109 + 1893011000036105 + 31697011000036106 + 1985011000036102 + 31074011000036100 + 2237011000036102 + 2140011000036102 + 2297011000036108 + 31529011000036100 + 31624011000036109 + 2497011000036107 + 2532011000036107 + 31873011000036103 + 2643011000036109 + 2718011000036102,43706004 + 8919000 + 767178007 + 86431009 + 419382002 + 116776001 + 387289009 + 63718003 + 72717003 + 87869004 + 173196005 + 88480006 + 430469009 + 13235001 + 61768002 + 86739005
factor II + factor IX + factor X,31217011000036105 + 31218011000036106 + 31221011000036109,7348004 + 54378000 + 81444003
St. John's wort extract,1346011000168104,412515006
poloxamer,31783011000036105,395948003
atazanavir + cobicistat,1818011000036104 + 154431000036106,413592000 + 710109003
tenofovir disoproxil + emtricitabine + elvitegravir + cobicistat,847021000168106 + 2070011000036109 + 154421000036109 + 154431000036106,
atropa belladonna + chlorphenamine + codeine + paracetamol + pseudoephedrine,30790011000036105 + 30971011000036102 + 1978011000036103 + 2442011000036104 + 2525011000036101,373537008 + 372914003 + 387494007 + 384977007 + 372900003
telbivudine,32028011000036107,425347005
glycerol + magnesium sulfate dried,2175011000036107 + 31524011000036101,80582002 + 387202002
beractant,30819011000036102,387225001
industrial methylated spirit,31582011000036102,414486003
zinc chloride,64903011000036104,64179000
polygeline + potassium + sodium + calcium + chloride,2495011000036102 + 2497011000036107 + 2590011000036104 + 1893011000036105 + 1935011000036107,
chlormethine,1557861000168105,372692002
tienchi ginseng extract + membranous milk vetch extract + dan shen extract,1381011000168101 + 1381991000168109 + 1382261000168100,
sofosbuvir + velpatasvir,699721000168100 + 955701000168104,
piracetam,1345781000168103,395833008
benzocaine,30815011000036104,387357002
ketone indicator urine,1240641000168102,
darunavir + cobicistat,31081011000036106 + 154431000036106,423888002 + 710109003
levobunolol,2271011000036107,418934007
strontium,2764011000036108,43136004
dichlorobenzyl alcohol + zinc oxide,31113011000036104 + 2719011000036105,698274008 + 42841002
satralizumab,1514551000168109,897234001
high selenium yeast,75905011000036107,412534006
butyl hydroxybenzoate + light liquid paraffin + salicylic acid + zinc oxide,30878011000036103 + 2818011000036100 + 2574011000036101 + 2719011000036105,255860006 + 713361007 + 387253001 + 42841002
benzydamine + cetylpyridinium + pholcodine,1845011000036101 + 30954011000036102 + 2480011000036105,421319000 + 387043006 + 396486005
anecortave,2731011000036102,691611000168104
4-methylbenzylidene camphor + ethylhexyl triazone + butyl methoxydibenzoylmethane + octocrylene,2405011000036100 + 684111000168108 + 1749011000036101 + 1887011000036102,256180000 + 737681000168100 + 256171000 + 69296007
dibasic sodium phosphate + monobasic potassium phosphate,894351000168102 + 64907011000036108,782150008 + 61244006
tick antivenom,73677011000036101,699473006
damiana extract + Tribulus extract + Epimedium sagittatum extract + Korean ginseng extract,1384131000168105 + 1384141000168101 + 1383191000168107 + 1379591000168109,None + None + None + 412395006
light kaolin,31449011000036105,713362000
magnesium + zinc + manganese,2297011000036108 + 2718011000036102 + 31529011000036100,72717003 + 86739005 + 87869004
carglumic acid,737811000168107,412295009
chloroquine,30968011000036103,373468005
aluminium chlorohydrate,30712011000036105,409115009
arachidonic acid and docosahexaenoic acid with carbohydrate,147691000036100,31979005
bethanechol,1858011000036109,372698003
catridecacog,1027891000168102,22771000122108
zinc + magnesium + ascorbic acid,2718011000036102 + 2297011000036108 + 30781011000036102,
vindesine,772881000168102,409198005
48147011000036106,48147011000036106,48147011000036106
481470110000361062,48147011000036106,48147011000036106
48147011000036106245645,481470110000361061,481470110000361061
